,0
p_df%_l60_tw_ss_IO_SOS_csp_adj_diff,0.0008170813233120911
p_dfinduce_opp_df%_l10_tw_ss_SOS_adj_diff,0.0008105446045900697
p_1stSvWon_1stSv%_ratio_l10_tw_ss_SOS_adj_diff,0.0008002906729556277
t_bp_conv%_ratio,0.0007899151676117112
p_ret_pts_won%_l10_tw_ss_diff,0.0007894693018263222
p_df_opp_df_induce%_l10_tw_ss_SOS_adj_diff,0.0007819714753972083
p_aced_opp_ace%_l60_tw_ss_IO_SOS_adj_diff,0.0007714126178686038
p_1st_sv_pts_won%_l60_tw_ss_SOS_csp_adj_diff,0.0007690131382775819
p_bp_save%_l10_tw_ss_SOS_csp_adj_diff,0.0007686215903163114
p_ret_pts_won%_l60_tw_ss_IO_diff,0.0007682310669976167
p_bpconv_opp_bpsave%_l10_tw_ss_SOS_csp_adj_diff,0.0007611278592167146
p_1st_sv%_l60_tw_ss_IO_SOS_csp_adj_diff,0.0007530186443019369
p_2nd_sv_pts_won%_l60_tw_ss_IO_diff,0.0007451590212362347
p_bpconv_opp_bpsave%_l10_tw_ss_IO_SOS_adj_diff,0.0007451570364864179
p_matches_ss_diff,0.0007365208477718657
p_1st_sv%_yielded_l10_tw_ss_diff,0.0007321083499902273
p_df_SvPtsWon%_ratio_l60_tw_ss_SOS_adj_diff,0.0007310822938773338
p_1st_sv_opp_1st_ret_pts_won%_l10_tw_ss_SOS_adj_diff,0.0007273557578550056
p_ace_1stSv%_ratio_l10_tw_ss_IO_diff,0.0007213325814428182
p_bp_conv%_l10_tw_ss_SOS_csp_adj_diff,0.0007212468594249542
p_df_opp_df_induce%_l60_tw_ss_SOS_adj_diff,0.0007203546751814481
p_1st_sv_pts_won%_l60_tw_ss_IO_diff,0.0007183503401303204
p_bp_conv%_l60_tw_ss_SOS_csp_adj_diff,0.0007178589852565695
p_aced_opp_ace%_l60_tw_ss_SOS_csp_adj_diff,0.0007175133595052149
p_bp_save%_l60_tw_ss_IO_SOS_adj_diff,0.0007171936075862145
p_df%_l10_tw_ss_IO_SOS_csp_adj_diff,0.0007153347422289263
p_dfinduce_opp_df%_l10_tw_ss_IO_SOS_csp_adj_diff,0.0007101567374132757
p_H2H_w_nss_diff,0.000692772352278724
p_df%_l60_tw_ss_diff,0.0006902379681529867
p_df%_l10_tw_ss_IO_diff,0.0006852223254743036
p_ace_df%_ratio_l10_tw_ss_SOS_adj_diff,0.0006803152362938745
p_ace%_l10_tw_ss_diff,0.0006705952714749219
p_df%_l10_tw_ss_SOS_csp_adj_diff,0.0006687856585193734
p_ace_1stSv%_ratio_l10_tw_ss_SOS_adj_diff,0.0006627430588432361
p_ace_df%_ratio_l60_tw_ss_SOS_adj_diff,0.000660824379264441
p_1st_sv%_yielded_l60_tw_ss_SOS_adj_diff,0.0006583299562114704
p_2nd_sv_opp_2nd_ret_pts_won%_l10_tw_ss_SOS_csp_adj_diff,0.0006498778815936416
p_1st_sv%_yielded_l10_tw_ss_SOS_csp_adj_diff,0.000640199323439878
p_bp_save%_l10_tw_ss_SOS_adj_diff,0.0006361652829891924
p_df%_l60_tw_ss_IO_SOS_adj_diff,0.0006295637047132133
p_bpconv_opp_bpsave%_l10_tw_ss_IO_SOS_csp_adj_diff,0.0006141618967873406
p_1st_ret_pts_won%_l10_tw_ss_IO_diff,0.0006053185148042797
p_aced_opp_ace%_l60_tw_ss_SOS_adj_diff,0.0006052365229749074
p_2nd_sv_pts_won%_l10_tw_ss_IO_diff,0.0006041190835468161
p_1st_sv%_l60_tw_ss_IO_diff,0.0005995704126640094
p_df_SvPtsWon%_ratio_l60_tw_ss_diff,0.0005958662975646832
p_2nd_sv_opp_2nd_ret_pts_won%_l60_tw_ss_SOS_csp_adj_diff,0.0005906403868549834
p_2nd_sv_pts_won%_l10_tw_ss_diff,0.0005883697868921674
p_tot_pts_l7d_tw_diff,0.0005877406188998738
p_bpsave_opp_bpconv%_l10_tw_ss_IO_SOS_adj_diff,0.0005814559548141049
p_bp_save%_l60_tw_ss_SOS_csp_adj_diff,0.000581191987273138
p_1st_sv%_l10_tw_ss_IO_diff,0.0005788497896574588
p_df_SvPtsWon%_ratio_l60_tw_ss_IO_SOS_adj_csp_diff,0.0005786533832697512
p_dfinduce_opp_df%_l60_tw_ss_IO_SOS_csp_adj_diff,0.0005775727148793166
p_1st_sv_pts_won%_l60_tw_ss_SOS_adj_diff,0.0005725647595588179
p_bp_conv%_l60_tw_ss_IO_SOS_adj_diff,0.0005677042243953909
p_1st_sv%_yielded_l10_tw_ss_SOS_adj_diff,0.0005575338836111082
p_df_induce%_l10_tw_ss_diff,0.0005550158767941664
p_bp_conv%_l60_tw_ss_SOS_adj_diff,0.0005546379934979588
p_1st_sv%_l10_tw_ss_IO_SOS_adj_diff,0.0005318986297906948
p_bpsave_opp_bpconv%_l10_tw_ss_SOS_adj_diff,0.0005226196118661238
p_2nd_sv_pts_won%_l10_tw_ss_SOS_adj_diff,0.0005157263262170805
p_ace_df%_ratio_l10_tw_ss_IO_diff,0.0005152490368426166
p_2nd_sv_pts_won%_l60_tw_ss_SOS_csp_adj_diff,0.0005140972307429063
p_2nd_sv_pts_won%_l10_tw_ss_IO_SOS_csp_adj_diff,0.0005134441567516322
p_bp_save%_l60_tw_ss_IO_SOS_csp_adj_diff,0.0005100564796187462
p_bp_save%_l10_tw_ss_diff,0.0005098567245706001
t_df%_ratio,0.0005088126964285665
p_df%_l60_tw_ss_SOS_csp_adj_diff,0.0005051372446010696
p_aced_opp_ace%_l10_tw_ss_SOS_csp_adj_diff,0.0004999843775444158
p_bp_conv%_l60_tw_ss_diff,0.0004987825487217245
p_2nd_sv_pts_won%_l10_tw_ss_SOS_csp_adj_diff,0.0004930291166349088
p_df_opp_df_induce%_l60_tw_ss_SOS_csp_adj_diff,0.0004919077560585328
p_ace%_l60_tw_ss_SOS_adj_diff,0.0004894018015948128
p_df_induce%_l60_tw_ss_IO_SOS_adj_diff,0.00048800857944051744
p_body_battery_pts_tw_diff,0.0004864956241069233
p_ace_df%_ratio_l60_tw_ss_diff,0.0004843468618301573
p_1stSvWon_1stSv%_ratio_l10_tw_ss_diff,0.0004820539675810055
p_1st_sv_pts_won%_l10_tw_ss_SOS_csp_adj_diff,0.0004810880223985076
p_1stSvWon_1stSv%_ratio_l60_tw_ss_diff,0.000471403828348521
p_1st_ret_opp_1st_sv_pts_won%_l10_tw_ss_IO_SOS_csp_adj_diff,0.00047036437856254126
p_ace_1stSv%_ratio_l10_tw_ss_SOS_csp_adj_diff,0.0004682084798253304
p_2nd_sv_opp_2nd_ret_pts_won%_l10_tw_ss_SOS_adj_diff,0.00046757897069871993
p_df_opp_df_induce%_l60_tw_ss_IO_SOS_adj_diff,0.0004532631790552481
p_sv_pts_won%_l60_tw_ss_SOS_adj_diff,0.0004417558017607159
p_dfinduce_opp_df%_l10_tw_ss_IO_SOS_adj_diff,0.00043593636092910306
p_2nd_ret_pts_won%_l10_tw_ss_IO_SOS_adj_diff,0.0004279399494574243
p_bp_conv%_l60_tw_ss_IO_diff,0.00042303253989156244
p_df_SvPtsWon%_ratio_l10_tw_ss_diff,0.0004230097880007145
m_rd_num,0.00042150540129076567
t_bp_save%_ratio,0.00041487492472633703
p_1stSvWon_1stSv%_ratio_l60_tw_ss_SOS_adj_diff,0.0004103337825327122
p_ace%_l10_tw_ss_SOS_csp_adj_diff,0.0004046998512701632
p_1stSvWon_1stSv%_ratio_l10_tw_ss_IO_diff,0.00040100607201913634
p_ace%_l60_tw_ss_IO_diff,0.0004007730088566644
p_2nd_sv_pts_won%_l60_tw_ss_IO_SOS_csp_adj_diff,0.00039770089769528005
p_ace_1stSv%_ratio_l60_tw_ss_diff,0.0003937579266226871
p_1st_sv%_yielded_l60_tw_ss_diff,0.00038968731606922125
p_ace%_l60_tw_ss_diff,0.000377361818210041
p_df_SvPtsWon%_ratio_l10_tw_ss_IO_SOS_adj_diff,0.0003662800373890958
p_df_opp_df_induce%_l60_tw_ss_IO_SOS_csp_adj_diff,0.0003562066277880139
p_ace_opp_aced%_l10_tw_ss_IO_SOS_csp_adj_diff,0.00035619016623384466
p_1st_sv%_l60_tw_ss_SOS_csp_adj_diff,0.0003530258014655417
p_H2H_w_ss_diff,0.00035298348278689804
p_1stSvWon_1stSv%_ratio_l60_tw_ss_SOS_adj_csp_diff,0.00035157053260598557
p_ace_df%_ratio_l60_tw_ss_IO_diff,0.0003468299361012586
p_tot_time_l7d_tw_diff,0.00034455291391120407
p_df%_l10_tw_ss_diff,0.0003358996892564008
p_aced%_l10_tw_ss_diff,0.00033434806437369284
p_bpconv_opp_bpsave%_l60_tw_ss_IO_SOS_adj_diff,0.00033082620798361237
p_ace_opp_aced%_l60_tw_ss_SOS_adj_diff,0.00032794894201639783
p_bp_conv%_l60_tw_ss_IO_SOS_csp_adj_diff,0.00032600449062221225
p_ace_df%_ratio_l10_tw_ss_SOS_adj_csp_diff,0.0003234393281237041
p_1st_sv%_yielded_l60_tw_ss_IO_SOS_csp_adj_diff,0.0003223752283340286
p_df_SvPtsWon%_ratio_l60_tw_ss_IO_SOS_adj_diff,0.00031842810061021286
p_ace_df%_ratio_l10_tw_ss_diff,0.0003152302401139738
p_ace_df%_ratio_l10_tw_ss_IO_SOS_adj_csp_diff,0.0003112139844249198
p_surf_chg_diff,0.00031046127191030617
p_1st_sv%_yielded_l10_tw_ss_IO_SOS_csp_adj_diff,0.0003024817915557024
p_2nd_ret_pts_won%_l10_tw_ss_IO_diff,0.00029906515190364206
p_bpconv_opp_bpsave%_l10_tw_ss_SOS_adj_diff,0.00029815684402476343
t_2nd_ret_pts_won%_ratio,0.000290658757962411
p_dfinduce_opp_df%_l60_tw_ss_IO_SOS_adj_diff,0.00028861923233805846
p_bp_save%_l60_tw_ss_diff,0.00028609523964326405
p_1stSvWon_1stSv%_ratio_l10_tw_ss_IO_SOS_adj_csp_diff,0.0002844314005514102
p_ace_1stSv%_ratio_l10_tw_ss_diff,0.0002808875910319697
p_bpsave_opp_bpconv%_l60_tw_ss_IO_SOS_adj_diff,0.000278766427503454
p_df_SvPtsWon%_ratio_l10_tw_ss_IO_SOS_adj_csp_diff,0.00027080069358359737
p_ace_df%_ratio_l60_tw_ss_IO_SOS_adj_csp_diff,0.0002703181902036595
p_ace%_l10_tw_ss_SOS_adj_diff,0.00025928940351137227
p_df_induce%_l10_tw_ss_SOS_adj_diff,0.0002571364138446573
p_df_induce%_l10_tw_ss_SOS_csp_adj_diff,0.0002507981643477188
t_ret_pts_won%_ratio,0.0002504868370931058
p_1st_sv%_l10_tw_ss_diff,0.00024276993617579318
p_bpsave_opp_bpconv%_l60_tw_ss_SOS_csp_adj_diff,0.00023142709502404663
t_2nd_sv_pts_won%_ratio,0.00023036119916742149
p_ent,0.00022754487448528157
p_ace%_l10_tw_ss_IO_diff,0.0002266249028814605
p_1st_sv_pts_won%_l60_tw_ss_IO_SOS_csp_adj_diff,0.00022473102354185904
p_ace_1stSv%_ratio_l60_tw_ss_IO_SOS_csp_adj_diff,0.00021571757520044617
p_ace_1stSv%_ratio_l10_tw_ss_IO_SOS_adj_diff,0.0002122990393030975
t_1st_sv_pts_won%_ratio,0.00021152367486425915
p_df_SvPtsWon%_ratio_l10_tw_ss_IO_diff,0.0002111740530766962
p_df%_l60_tw_ss_SOS_adj_diff,0.0002069325901277073
p_ace_1stSv%_ratio_l60_tw_ss_SOS_csp_adj_diff,0.00019517327517307054
t_df_induce%_ratio,0.0001907882878221209
p_1st_sv%_l10_tw_ss_SOS_adj_diff,0.00019027449610149586
p_ret_pts_won%_l10_tw_ss_IO_diff,0.00018621122300437352
t_1st_ret_pts_won%_ratio,0.00018436827862581442
p_1st_sv_pts_won%_l10_tw_ss_IO_SOS_csp_adj_diff,0.00018237387063324388
p_bp_save%_l60_tw_ss_SOS_adj_diff,0.00017984709402837101
p_1st_sv%_l10_tw_ss_IO_SOS_csp_adj_diff,0.00017567731118910463
p_bp_save%_l10_tw_ss_IO_SOS_csp_adj_diff,0.0001742078824427995
p_ace%_l10_tw_ss_IO_SOS_csp_adj_diff,0.00017024248184734095
p_1stSvWon_1stSv%_ratio_l60_tw_ss_IO_SOS_adj_csp_diff,0.00016756389931060385
p_1stSvWon_1stSv%_ratio_l60_tw_ss_IO_diff,0.00016431352236136849
p_ace_opp_aced%_l60_tw_ss_IO_SOS_csp_adj_diff,0.0001489947601968806
p_df_induce%_l60_tw_ss_IO_SOS_csp_adj_diff,0.00013441526955400502
p_tz_chg_diff,0.00013022216205052934
p_ace_df%_ratio_l60_tw_ss_IO_SOS_adj_diff,0.00012651053824630284
p_1stSvWon_1stSv%_ratio_l10_tw_ss_SOS_adj_csp_diff,0.0001248009888216187
p_ace_df%_ratio_l60_tw_ss_SOS_adj_csp_diff,0.00012035771420631736
p_df_SvPtsWon%_ratio_l10_tw_ss_SOS_adj_diff,0.00011727952328344205
p_ace_1stSv%_ratio_l60_tw_ss_IO_SOS_adj_diff,0.00011318059601468954
p_df_induce%_l60_tw_ss_SOS_adj_diff,0.00011229136733729613
p_df_SvPtsWon%_ratio_l10_tw_ss_SOS_adj_csp_diff,0.00011029840703951149
p_bpsave_opp_bpconv%_l10_tw_ss_SOS_csp_adj_diff,0.0001093761462978305
p_ace%_l60_tw_ss_SOS_csp_adj_diff,9.976528775207857e-05
p_ace%_l60_tw_ss_IO_SOS_adj_diff,7.54024009140406e-05
p_ace_1stSv%_ratio_l60_tw_ss_IO_diff,7.336000190071319e-05
p_ace_1stSv%_ratio_l10_tw_ss_IO_SOS_csp_adj_diff,4.646136691466191e-05
t_draw_sz,3.891700032133319e-05
t_ace%_ratio,3.847952998765701e-05
p_HCA,3.467604269263174e-05
p_ace%_l10_tw_ss_IO_SOS_adj_diff,2.13525637058765e-05
p_df_SvPtsWon%_ratio_l60_tw_ss_IO_diff,1.6086835826554536e-05
p_bpsave_opp_bpconv%_l10_tw_ss_IO_SOS_csp_adj_diff,1.5609613984746026e-05
p_1stSvWon_1stSv%_ratio_l60_tw_ss_IO_SOS_adj_diff,1.2761477755615067e-05
t_sv_pts_won%_ratio,1.6850695741407154e-06
m_bestof,0.0
t_lvl,0.0
p_df_SvPtsWon%_ratio_l60_tw_ss_SOS_adj_csp_diff,0.0
t_alt,0.0
p_1st_sv%_yielded_l60_tw_ss_IO_diff,0.0
p_HCA_diff,0.0
t_1st_sv_in%_ratio,0.0
t_1st_sv_in%_yielded_ratio,0.0
t_aced%_ratio,0.0
p_aced_opp_ace%_l10_tw_ss_IO_SOS_csp_adj_diff,0.0
p_hd_diff,0.0
p_1stSvWon_1stSv%_ratio_l10_tw_ss_IO_SOS_adj_diff,0.0
t_ind,0.0
